n,pdgnn_cert_mean,pdgnn_cert_std,dual_quality_mean,dual_quality_std,frac_cover_from_mu,count
200,1.6780773136572857,0.16030243408985828,0.9909447980144804,0.0015422954952024302,0.9947334732477922,30
500,1.6682951255134604,0.16547252039658414,0.9891485108781011,0.0019104281914654438,0.9955097774463899,30
1000,1.697654098188045,0.15038652190628618,0.9906260723941696,0.0016548958114232168,0.994950829072699,30
